"Time Interval","Reserve Type","Type of Product","Source","Up price","Down Price","Currency","Price type"
"07.08.2023 01:00 - 07.08.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"21.25","1","EUR","MARGINAL"
"07.08.2023 02:00 - 07.08.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"21.03","-5","EUR","MARGINAL"
"07.08.2023 03:00 - 07.08.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"7.01","-9","EUR","MARGINAL"
"07.08.2023 04:00 - 07.08.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"3.55","-9","EUR","MARGINAL"
"07.08.2023 05:00 - 07.08.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"0.1","-8.05","EUR","MARGINAL"
"07.08.2023 06:00 - 07.08.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"19.84","-3","EUR","MARGINAL"
"07.08.2023 07:00 - 07.08.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"31","16.99","EUR","MARGINAL"
"07.08.2023 08:00 - 07.08.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"33.5","19.65","EUR","MARGINAL"
"07.08.2023 09:00 - 07.08.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"36","21.21","EUR","MARGINAL"
"07.08.2023 10:00 - 07.08.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"37","10.22","EUR","MARGINAL"
"07.08.2023 11:00 - 07.08.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"37","1.03","EUR","MARGINAL"
"07.08.2023 12:00 - 07.08.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25","0.06","EUR","MARGINAL"
"07.08.2023 13:00 - 07.08.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"20","0","EUR","MARGINAL"
"07.08.2023 14:00 - 07.08.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"20","-0.01","EUR","MARGINAL"
"07.08.2023 15:00 - 07.08.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"12","-0.01","EUR","MARGINAL"
"07.08.2023 16:00 - 07.08.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"20","-0.17","EUR","MARGINAL"
"07.08.2023 17:00 - 07.08.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25","-0.04","EUR","MARGINAL"
"07.08.2023 18:00 - 07.08.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"30","0.78","EUR","MARGINAL"
"07.08.2023 19:00 - 07.08.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"29.5","4.58","EUR","MARGINAL"
"07.08.2023 20:00 - 07.08.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25","1.41","EUR","MARGINAL"
"07.08.2023 21:00 - 07.08.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"20","0.71","EUR","MARGINAL"
"07.08.2023 22:00 - 07.08.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"20","0.09","EUR","MARGINAL"
"07.08.2023 23:00 - 08.08.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"-0.07","-0.07","EUR","MARGINAL"
"08.08.2023 00:00 - 08.08.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"4.7","-7","EUR","MARGINAL"
"08.08.2023 01:00 - 08.08.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"10","-6.03","EUR","MARGINAL"
"08.08.2023 02:00 - 08.08.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"10","-6.2","EUR","MARGINAL"
"08.08.2023 03:00 - 08.08.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"5","-5.92","EUR","MARGINAL"
"08.08.2023 04:00 - 08.08.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"5","-3.74","EUR","MARGINAL"
"08.08.2023 05:00 - 08.08.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"5","-2.32","EUR","MARGINAL"
"08.08.2023 06:00 - 08.08.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"7.2","-1.17","EUR","MARGINAL"
"08.08.2023 07:00 - 08.08.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"10","-0.01","EUR","MARGINAL"
"08.08.2023 08:00 - 08.08.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15.66","-0.58","EUR","MARGINAL"
"08.08.2023 09:00 - 08.08.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"19.5","-2.63","EUR","MARGINAL"
"08.08.2023 10:00 - 08.08.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"19.5","-5.24","EUR","MARGINAL"
"08.08.2023 11:00 - 08.08.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"12","-6.07","EUR","MARGINAL"
"08.08.2023 12:00 - 08.08.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"7","-6.06","EUR","MARGINAL"
"08.08.2023 13:00 - 08.08.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"-6.07","-6.07","EUR","MARGINAL"
"08.08.2023 14:00 - 08.08.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"-6.08","-6.08","EUR","MARGINAL"
"08.08.2023 15:00 - 08.08.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"-6.39","-6.39","EUR","MARGINAL"
"08.08.2023 16:00 - 08.08.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"4","-5.45","EUR","MARGINAL"
"08.08.2023 17:00 - 08.08.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"16.22","-2.68","EUR","MARGINAL"
"08.08.2023 18:00 - 08.08.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22","-1.03","EUR","MARGINAL"
"08.08.2023 19:00 - 08.08.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"23.5","-1.14","EUR","MARGINAL"
"08.08.2023 20:00 - 08.08.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"23.5","-1.8","EUR","MARGINAL"
"08.08.2023 21:00 - 08.08.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22","-1.81","EUR","MARGINAL"
"08.08.2023 22:00 - 08.08.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22","-2.5","EUR","MARGINAL"
"08.08.2023 23:00 - 09.08.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"12","-2.02","EUR","MARGINAL"
"09.08.2023 00:00 - 09.08.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"7","0.49","EUR","MARGINAL"
"09.08.2023 01:00 - 09.08.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"3","-1.12","EUR","MARGINAL"
"09.08.2023 02:00 - 09.08.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"3","-1.15","EUR","MARGINAL"
"09.08.2023 03:00 - 09.08.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"4.16","-1.17","EUR","MARGINAL"
"09.08.2023 04:00 - 09.08.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"4.16","-1.18","EUR","MARGINAL"
"09.08.2023 05:00 - 09.08.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"7","-1.17","EUR","MARGINAL"
"09.08.2023 06:00 - 09.08.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15.64","-0.03","EUR","MARGINAL"
"09.08.2023 07:00 - 09.08.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"30","0.1","EUR","MARGINAL"
"09.08.2023 08:00 - 09.08.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"36","1.58","EUR","MARGINAL"
"09.08.2023 09:00 - 09.08.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"36","2.17","EUR","MARGINAL"
"09.08.2023 10:00 - 09.08.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"36","1.39","EUR","MARGINAL"
"09.08.2023 11:00 - 09.08.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"29","1.48","EUR","MARGINAL"
"09.08.2023 12:00 - 09.08.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22.13","0.97","EUR","MARGINAL"
"09.08.2023 13:00 - 09.08.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15.66","1.34","EUR","MARGINAL"
"09.08.2023 14:00 - 09.08.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"16","2.61","EUR","MARGINAL"
"09.08.2023 15:00 - 09.08.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15.1","2.21","EUR","MARGINAL"
"09.08.2023 16:00 - 09.08.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"16.65","4.07","EUR","MARGINAL"
"09.08.2023 17:00 - 09.08.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"23","9.93","EUR","MARGINAL"
"09.08.2023 18:00 - 09.08.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"37","15.03","EUR","MARGINAL"
"09.08.2023 19:00 - 09.08.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60.5","17.34","EUR","MARGINAL"
"09.08.2023 20:00 - 09.08.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60","17.45","EUR","MARGINAL"
"09.08.2023 21:00 - 09.08.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"40.5","17.17","EUR","MARGINAL"
"09.08.2023 22:00 - 09.08.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"37","14.88","EUR","MARGINAL"
"09.08.2023 23:00 - 10.08.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15","14.21","EUR","MARGINAL"
"10.08.2023 00:00 - 10.08.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"23.5","11.82","EUR","MARGINAL"
"10.08.2023 01:00 - 10.08.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25","6.21","EUR","MARGINAL"
"10.08.2023 02:00 - 10.08.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25.8","5.8","EUR","MARGINAL"
"10.08.2023 03:00 - 10.08.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25.43","5.43","EUR","MARGINAL"
"10.08.2023 04:00 - 10.08.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"23.5","6.04","EUR","MARGINAL"
"10.08.2023 05:00 - 10.08.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22.5","7.96","EUR","MARGINAL"
"10.08.2023 06:00 - 10.08.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"30","13.33","EUR","MARGINAL"
"10.08.2023 07:00 - 10.08.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"34.5","17.23","EUR","MARGINAL"
"10.08.2023 08:00 - 10.08.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"48.63","21.34","EUR","MARGINAL"
"10.08.2023 09:00 - 10.08.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"46.48","23.31","EUR","MARGINAL"
"10.08.2023 10:00 - 10.08.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"33.5","23.12","EUR","MARGINAL"
"10.08.2023 11:00 - 10.08.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"33.5","22.92","EUR","MARGINAL"
"10.08.2023 12:00 - 10.08.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"34.5","18.25","EUR","MARGINAL"
"10.08.2023 13:00 - 10.08.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"34.5","18.01","EUR","MARGINAL"
"10.08.2023 14:00 - 10.08.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"16.82","16.82","EUR","MARGINAL"
"10.08.2023 15:00 - 10.08.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"16.94","16.94","EUR","MARGINAL"
"10.08.2023 16:00 - 10.08.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"17.62","17.62","EUR","MARGINAL"
"10.08.2023 17:00 - 10.08.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"18.53","18.53","EUR","MARGINAL"
"10.08.2023 18:00 - 10.08.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60","18.74","EUR","MARGINAL"
"10.08.2023 19:00 - 10.08.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"45","18.32","EUR","MARGINAL"
"10.08.2023 20:00 - 10.08.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"35","17.97","EUR","MARGINAL"
"10.08.2023 21:00 - 10.08.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"35","16.96","EUR","MARGINAL"
"10.08.2023 22:00 - 10.08.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"35","14","EUR","MARGINAL"
"10.08.2023 23:00 - 11.08.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"28","9.96","EUR","MARGINAL"
"11.08.2023 00:00 - 11.08.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"27.5","14.45","EUR","MARGINAL"
"11.08.2023 01:00 - 11.08.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"27.5","13.28","EUR","MARGINAL"
"11.08.2023 02:00 - 11.08.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"27.5","11.48","EUR","MARGINAL"
"11.08.2023 03:00 - 11.08.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"23.5","10.62","EUR","MARGINAL"
"11.08.2023 04:00 - 11.08.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"23.5","11.21","EUR","MARGINAL"
"11.08.2023 05:00 - 11.08.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"23.5","13.38","EUR","MARGINAL"
"11.08.2023 06:00 - 11.08.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"17.21","17.21","EUR","MARGINAL"
"11.08.2023 07:00 - 11.08.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"45","19.56","EUR","MARGINAL"
"11.08.2023 08:00 - 11.08.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79","23.32","EUR","MARGINAL"
"11.08.2023 09:00 - 11.08.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79","23.64","EUR","MARGINAL"
"11.08.2023 10:00 - 11.08.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79","23.58","EUR","MARGINAL"
"11.08.2023 11:00 - 11.08.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60","20.06","EUR","MARGINAL"
"11.08.2023 12:00 - 11.08.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"64.9","19.46","EUR","MARGINAL"
"11.08.2023 13:00 - 11.08.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"44","18","EUR","MARGINAL"
"11.08.2023 14:00 - 11.08.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"18.54","18.54","EUR","MARGINAL"
"11.08.2023 15:00 - 11.08.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"18.61","18.61","EUR","MARGINAL"
"11.08.2023 16:00 - 11.08.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"19.01","19.01","EUR","MARGINAL"
"11.08.2023 17:00 - 11.08.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"19.91","19.91","EUR","MARGINAL"
"11.08.2023 18:00 - 11.08.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22.85","16.5","EUR","MARGINAL"
"11.08.2023 19:00 - 11.08.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"23.38","16.5","EUR","MARGINAL"
"11.08.2023 20:00 - 11.08.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"19.56","14.09","EUR","MARGINAL"
"11.08.2023 21:00 - 11.08.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"18.3","10","EUR","MARGINAL"
"11.08.2023 22:00 - 11.08.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"16.74","10","EUR","MARGINAL"
"11.08.2023 23:00 - 12.08.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"14.08","14.08","EUR","MARGINAL"
"12.08.2023 00:00 - 12.08.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"21","13.28","EUR","MARGINAL"
"12.08.2023 01:00 - 12.08.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"21","11.44","EUR","MARGINAL"
"12.08.2023 02:00 - 12.08.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"14.17","0","EUR","MARGINAL"
"12.08.2023 03:00 - 12.08.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"8.63","-2","EUR","MARGINAL"
"12.08.2023 04:00 - 12.08.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"7.48","-2","EUR","MARGINAL"
"12.08.2023 05:00 - 12.08.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"5","2","EUR","MARGINAL"
"12.08.2023 06:00 - 12.08.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"5.34","0","EUR","MARGINAL"
"12.08.2023 07:00 - 12.08.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"8.05","0","EUR","MARGINAL"
"12.08.2023 08:00 - 12.08.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"10.54","4","EUR","MARGINAL"
"12.08.2023 09:00 - 12.08.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"12.85","6","EUR","MARGINAL"
"12.08.2023 10:00 - 12.08.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"14.28","5.48","EUR","MARGINAL"
"12.08.2023 11:00 - 12.08.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15","6","EUR","MARGINAL"
"12.08.2023 12:00 - 12.08.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15.43","6","EUR","MARGINAL"
"12.08.2023 13:00 - 12.08.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15.27","15.27","EUR","MARGINAL"
"12.08.2023 14:00 - 12.08.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"6","6","EUR","MARGINAL"
"12.08.2023 15:00 - 12.08.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"12","6.92","EUR","MARGINAL"
"12.08.2023 16:00 - 12.08.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"20","15.27","EUR","MARGINAL"
"12.08.2023 17:00 - 12.08.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"17.42","17.42","EUR","MARGINAL"
"12.08.2023 18:00 - 12.08.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"17.94","17.94","EUR","MARGINAL"
"12.08.2023 19:00 - 12.08.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"17.88","17.88","EUR","MARGINAL"
"12.08.2023 20:00 - 12.08.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"17.09","13.5","EUR","MARGINAL"
"12.08.2023 21:00 - 12.08.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"16.1","12","EUR","MARGINAL"
"12.08.2023 22:00 - 12.08.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"14.68","14.68","EUR","MARGINAL"
"12.08.2023 23:00 - 13.08.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"13.32","13.32","EUR","MARGINAL"
"13.08.2023 00:00 - 13.08.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"10.15","10.15","EUR","MARGINAL"
"13.08.2023 01:00 - 13.08.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"10.58","10.58","EUR","MARGINAL"
"13.08.2023 02:00 - 13.08.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"10.71","10.71","EUR","MARGINAL"
"13.08.2023 03:00 - 13.08.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"17.41","11.24","EUR","MARGINAL"
"13.08.2023 04:00 - 13.08.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"18","11.81","EUR","MARGINAL"
"13.08.2023 05:00 - 13.08.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"9.3","9.3","EUR","MARGINAL"
"13.08.2023 06:00 - 13.08.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"10.49","10.49","EUR","MARGINAL"
"13.08.2023 07:00 - 13.08.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"13.24","13.24","EUR","MARGINAL"
"13.08.2023 08:00 - 13.08.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15.89","15.89","EUR","MARGINAL"
"13.08.2023 09:00 - 13.08.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"17.01","17.01","EUR","MARGINAL"
"13.08.2023 10:00 - 13.08.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15.8","15.8","EUR","MARGINAL"
"13.08.2023 11:00 - 13.08.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"13.99","6","EUR","MARGINAL"
"13.08.2023 12:00 - 13.08.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"6.01","0","EUR","MARGINAL"
"13.08.2023 13:00 - 13.08.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"1.1","-4","EUR","MARGINAL"
"13.08.2023 14:00 - 13.08.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"1.51","1.51","EUR","MARGINAL"
"13.08.2023 15:00 - 13.08.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"6.92","6.92","EUR","MARGINAL"
"13.08.2023 16:00 - 13.08.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"17.28","17.28","EUR","MARGINAL"
"13.08.2023 17:00 - 13.08.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"23.1","19.3","EUR","MARGINAL"
"13.08.2023 18:00 - 13.08.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"27.41","19.47","EUR","MARGINAL"
"13.08.2023 19:00 - 13.08.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25.95","19.49","EUR","MARGINAL"
"13.08.2023 20:00 - 13.08.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25.7","18.66","EUR","MARGINAL"
"13.08.2023 21:00 - 13.08.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"21.25","18.18","EUR","MARGINAL"
"13.08.2023 22:00 - 13.08.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"20.26","17.19","EUR","MARGINAL"
"13.08.2023 23:00 - 14.08.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"14.16","14.16","EUR","MARGINAL"
"14.08.2023 00:00 - 14.08.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15.47","8.5","EUR","MARGINAL"
"14.08.2023 01:00 - 14.08.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"14.6","8.5","EUR","MARGINAL"
"14.08.2023 02:00 - 14.08.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"14.24","8","EUR","MARGINAL"
"14.08.2023 03:00 - 14.08.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"14.17","8","EUR","MARGINAL"
"14.08.2023 04:00 - 14.08.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"14.56","8","EUR","MARGINAL"
"14.08.2023 05:00 - 14.08.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"16.08","8","EUR","MARGINAL"
"14.08.2023 06:00 - 14.08.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"18.26","12","EUR","MARGINAL"
"14.08.2023 07:00 - 14.08.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"39","23.53","EUR","MARGINAL"
"14.08.2023 08:00 - 14.08.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"39","30","EUR","MARGINAL"
"14.08.2023 09:00 - 14.08.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"38.5","25.85","EUR","MARGINAL"
"14.08.2023 10:00 - 14.08.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"24.67","16","EUR","MARGINAL"
"14.08.2023 11:00 - 14.08.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"24.39","16","EUR","MARGINAL"
"14.08.2023 12:00 - 14.08.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"24.17","15.5","EUR","MARGINAL"
"14.08.2023 13:00 - 14.08.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"23.09","15.5","EUR","MARGINAL"
"14.08.2023 14:00 - 14.08.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22.4","15","EUR","MARGINAL"
"14.08.2023 15:00 - 14.08.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"25.22","15","EUR","MARGINAL"
"14.08.2023 16:00 - 14.08.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"27.23","22.97","EUR","MARGINAL"
"14.08.2023 17:00 - 14.08.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"24.41","24.41","EUR","MARGINAL"
"14.08.2023 18:00 - 14.08.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"27.98","27.98","EUR","MARGINAL"
"14.08.2023 19:00 - 14.08.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"27.83","24.67","EUR","MARGINAL"
"14.08.2023 20:00 - 14.08.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"24.58","16","EUR","MARGINAL"
"14.08.2023 21:00 - 14.08.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22","16","EUR","MARGINAL"
"14.08.2023 22:00 - 14.08.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"18.34","9","EUR","MARGINAL"
"14.08.2023 23:00 - 15.08.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"16.4","9","EUR","MARGINAL"
"15.08.2023 00:00 - 15.08.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"17.04","10.5","EUR","MARGINAL"
"15.08.2023 01:00 - 15.08.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"16","11","EUR","MARGINAL"
"15.08.2023 02:00 - 15.08.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"14.89","11","EUR","MARGINAL"
"15.08.2023 03:00 - 15.08.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15.18","11","EUR","MARGINAL"
"15.08.2023 04:00 - 15.08.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"15.31","11","EUR","MARGINAL"
"15.08.2023 05:00 - 15.08.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"17.35","17.35","EUR","MARGINAL"
"15.08.2023 06:00 - 15.08.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"19.17","19.17","EUR","MARGINAL"
"15.08.2023 07:00 - 15.08.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22.86","22.86","EUR","MARGINAL"
